Nickname,bandgap(eV),c_smiles,newSMILES
DP3,1.51,CCCCCCCCCCCCc1cc(C)sc1C#CC#Cc1sc(-c2ccc(C3=C4C(=O)N(CC(CCCC)CCCCCC)C(c5ccc(C)s5)=C4C(=O)N3CC(CCCC)CCCCCC)s2)cc1CCCCCCCCCCCC,
PTBITT,1.73,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)c2c(sc3c2sc2c4sc(-c5cc6sc(C)cc6s5)cc4c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c32)C2SC(C)=CC2C1=O,
PDPPHT-BDTT,1.5,CCCCCCc1cc(C2=C3C(=O)N(CC(CC)CCCC)C(c4cc(CCCCCC)c(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)s4)=C3C(=O)N2CC(CC)CCCC)sc1C,
PCz-C12NT,1.63,CCCCCCCCCCCCc1cc(C)sc1-c1ccc(-c2cc3c(cc(-c4ccc(-c5sc(-c6ccc7c8ccc(C)cc8n(C(CCCCCCCC)CCCCCCCC)c7c6)cc5CCCCCCCCCCCC)s4)c4nsnc43)c3nsnc23)s1,
pDTBDT-TTEH,1.63,CCCCCCCCCCc1cc(-c2c3sc4cc(-c5sc(C)c6cc(C(=O)C(CC)CCCC)sc56)sc4c3c(-c3cc(CCCCCCCCCC)c(CCCCCCCCCC)s3)c3sc4cc(C)sc4c23)sc1CCCCCCCCCC,
PFDTPQX,2.19,CCCCCCCCCCCCn1c2cc(C)sc2c2c3nc(-c4ccccc4)c(-c4ccccc4)nc3c3c4sc(-c5ccc6c(c5)C(CCCCCCCC)(CCCCCCCC)c5cc(C)ccc5-6)cc4n(CCCCCCCCCCCC)c3c21,
PBDT2FBT-T2,1.73,CCCCCCC(CCCC)Cc1ccc(-c2ccc(-c3c4cc(-c5sc(-c6c(F)c(F)c(-c7cc(CC(CC)CCCC)c(C)s7)c7nsnc67)cc5CC(CC)CCCC)sc4c(-c4ccc(-c5ccc(CC(CCCC)CCCCCC)s5)s4)c4cc(C)sc34)s2)s1,
PC3,1.97,CCCCCCC1(CCCCCC)c2cc(C)ccc2-c2cc3c(cc21)c1cc2c(cc1n3CC(CC)CCCC)-c1ccc(-c3ccc(-c4c(OCCCC)c(OCCCC)c(-c5ccc(C)s5)c5nsnc45)s3)cc1C2(CCCCCC)CCCCCC,
DT-PDPP2T-DBT,1.62,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc5c(c4)sc4cc(C)ccc45)s3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1,
PBDT-TPTI (P1),2.03,CCCCCCCCC(CCCCCC)Cn1c(=O)c2cc3c(cc2c2sc(C)cc21)c(=O)n(CC(CCCCCC)CCCCCCCC)c1cc(-c2cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s2)sc31,
PNTz4TF4,1.62,CCCCCCCCCCCCC(CCCCCCCCCC)Cc1cc(-c2cc3c(cc(-c4cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(-c5sc(-c6sc(C)c(F)c6F)c(F)c5F)s4)c4nsnc43)c3nsnc23)sc1C,
PTBI2Tz,1.91,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)c2c(sc3c2sc2c4sc(-c5cnc(-c6ncc(C)s6)s5)cc4c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c32)C2SC(C)=CC2C1=O,
PNTz4TF2,1.6,CCCCCCCCCCCCC(CCCCCCCCCC)Cc1cc(-c2cc3c(cc(-c4cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(-c5cc(F)c(-c6sc(C)cc6F)s5)s4)c4nsnc43)c3nsnc23)sc1C,
PNOz4T,1.52,CCCCCCCCCCCCC(CCCCCCCCCC)Cc1cc(-c2cc3c(cc(-c4cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(-c5ccc(C)s5)s4)c4nonc43)c3nonc23)sc1-c1ccc(C)s1,
poly(DPP-alt-BP),1.64,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(C)cc5)cc4)s3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1,
PNTz4T,1.56,CCCCCCCCCCCCC(CCCCCCCCCC)Cc1cc(-c2cc3c(cc(-c4cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(-c5ccc(C)s5)s4)c4nsnc43)c3nsnc23)sc1-c1ccc(C)s1,
PBDT-ID,1.63,CCCCCCCCC(CCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4cc5c(OCC(CC)CCCC)c6sc(C)cc6c(OCC(CC)CCCC)c5s4)ccc32)c2ccc(C)cc21,
PIDT-TZ,1.82,CCCCCCCCCCCCC1(CCCCCCCCCCCC)c2cc3c(cc2-c2sc(C)cc21)C(CCCCCCCCCCCC)(CCCCCCCCCCCC)c1cc(-c2ccc(-c4nnc(-c5ccc(C)s5)nn4)s2)sc1-3,
PCDTPQX,2.18,CCCCCCCCCCCCn1c2cc(C)sc2c2c3nc(-c4ccccc4)c(-c4ccccc4)nc3c3c4sc(-c5ccc6c7ccc(C)cc7n(C(CCCCCCCC)CCCCCCCC)c6c5)cc4n(CCCCCCCCCCCC)c3c21,
PBDTT-LTPD,2.04,CCCCCCCCN1C(=O)c2c(C)sc(-c3sc(-c4sc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(C[C@H](CC)CCCC)s7)c6s5)c5c4C(=O)N(CCCCCCCC)C5=O)c(CCCCCC)c3CCCCCC)c2C1=O,
P3SDTQ,1.63,CCCCCC(CC)CCOc1ccc(-c2nc3c(-c4ccc(C)s4)ccc(-c4ccc(-c5cc(CCC(CC)CCCCC)c(-c6ccc(-c7[se]c(C)cc7CCC(CC)CCCCC)[se]6)[se]5)s4)c3nc2-c2ccc(OCCC(CC)CCCCC)cc2)cc1,
TBTIT-h,1.6,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3cc4c(cc32)sc2cc(-c3ccc(C)s3)sc24)c2cc3sc4cc(C)sc4c3cc21,
PNDT3BTz-DT,1.7,CCCCCCCCCCCCC(CCCCCCCCCC)Cc1cc(-c2ccc(-c3cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(-c4cc5ccc6c(ccc7cc(C)sc76)c5s4)s3)c3nsnc23)sc1C,
P3TDTQ,1.7,CCCCCC(CC)CCOc1ccc(-c2nc3c(-c4ccc(C)s4)ccc(-c4ccc(-c5cc(CCC(CC)CCCCC)c(-c6ccc(-c7sc(C)cc7CCC(CC)CCCCC)s6)s5)s4)c3nc2-c2ccc(OCCC(CC)CCCCC)cc2)cc1,
PFDCTBT-C8,1.71,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2cc4c(cc21)-c1sc(-c2ccc(C)c5nsnc25)cc1C4(CCCCCCCC)CCCCCCCC)C(CCCCCCCC)(CCCCCCCC)c1cc(C)sc1-3,
P2,2.02,CCCCCCCCOc1ccc(-c2nc3c(-c4ccc(C)s4)c(OCCCCCCCC)c(OCCCCCCCC)c(-c4ccc(-c5ccc6c7ccc(C)cc7n(CCCCCCCC)c6c5)s4)c3nc2-c2ccc(OCCCCCCCC)cc2)cc1,
PBDT-PQD3,1.64,CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)c4c(c(-c5ccc(-c6cc7c(OCC(CC)CCCC)c8sc(C)cc8c(OCC(CC)CCCC)c7s6)s5)c3nc2-c2cccc(OCCCCCCCC)c2)C(=O)N(CC(CC)CCCC)C4=O)c1,
PTZ6,2,CCCCCCCCCc1nc(-c2nc(CCCCCCCCC)c(-c3ccc(-c4cc5c(-c6cc(OCCCCCC)cc(OCCCCCC)c6)c6sc(C)cc6c(-c6cc(OCCCCCC)cc(OCCCCCC)c6)c5s4)s3)s2)sc1-c1ccc(C)s1,
PIDT-TTz,1.83,CCCCCCCCCCCCC1(CCCCCCCCCCCC)c2cc3c(cc2-c2sc(C)cc21)C(CCCCCCCCCCCC)(CCCCCCCCCCCC)c1cc(-c2ccc(-c4nc5sc(-c6ccc(C)s6)nc5s4)s2)sc1-3,
PTBI2T,1.78,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)c2c(sc3c2sc2c4sc(-c5ccc(-c6ccc(C)s6)s5)cc4c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c32)C2SC(C)=CC2C1=O,
P1,1.99,CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)c(OCCCCCCCC)c(OCCCCCCCC)c(-c4ccc(-c5ccc6c7ccc(C)cc7n(CCCCCCCC)c6c5)s4)c3nc2-c2cccc(OCCCCCCCC)c2)c1,
PBDTFQ-TT,1.71,CCCCCCCCOc1ccc(-c2nc3c(-c4cc5sc(C)cc5s4)c(F)c(F)c(-c4cc5sc(-c6cc7c(CC(CCCC)CCCCCC)c8sc(C)cc8c(CC(CCCC)CCCCCC)c7s6)cc5s4)c3nc2-c2ccc(OCCCCCCCC)cc2)cc1,
P3TI,1.5,CCCCCCCCc1cc(C)sc1-c1ccc(-c2sc(-c3ccc4c(c3)N(CC(CCCCCC)CCCCCCCC)C(=O)/C4=C3/C(=O)N(CC(CCCCCC)CCCCCCCC)c4cc(C)ccc43)cc2CCCCCCCC)s1,
P-TT,1.62,CCCCCCCCCCCCC(CCCCCCCCCC)Cc1ccc(-c2cc(-c3c(F)c(F)c(-c4cc(-c5ccc(CC(CCCCCCCCCC)CCCCCCCCCCCC)s5)c(-c5cc6sc(C)cc6s5)s4)c4nsnc34)sc2C)s1,
PBDT_TEH-TBT_HD (P3),1.56,CCCCCCCCC(CCCCCC)CN1C(=O)c2c(-c3sc(C)c4cc(CCCCCC)sc34)sc(-c3sc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)c4cc(CCCCCC)sc34)c2C1=O,
Iso2EH,1.6,CCCCCCCCC(CCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4cc(CC(CC)CCCC)c(-c5ccc(-c6sc(C)cc6CC(CC)CCCC)s5)s4)ccc32)c2ccc(C)cc21,
pDTBDT-DTPD,1.66,CCCCCCCCCCc1cc(-c2c3sc4cc(-c5sc(C)c6c7c(sc56)C(=O)N(CCCCCCCC)C7=O)sc4c3c(-c3cc(CCCCCCCCCC)c(CCCCCCCCCC)s3)c3sc4cc(C)sc4c23)sc1CCCCCCCCCC,
PDTCCBT,1.64,CCCCCCCCC(CCCCCCCC)n1c2cc3c(cc2c2cc4c(cc21)-c1sc(-c2ccc(C)c5nsnc25)cc1C4(CCCCCCCC)CCCCCCCC)C(CCCCCCCC)(CCCCCCCC)c1cc(C)sc1-3,
PIDT-DTBT,1.68,CCCCCCCCCCCCC1(CCCCCCCCCCCC)c2cc3c(cc2-c2sc(C)cc21)C(CCCCCCCCCCCC)(CCCCCCCCCCCC)c1cc(-c2ccc(-c4ccc(-c5ccc(C)s5)c5nsnc45)s2)sc1-3,
PC6BT6,2.01,CCCCCCOc1c(OCCCCCC)c(-c2ccc(-c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc5c6cc7c(cc6n(CCCCCC)c5cc3-4)-c3ccc(C)cc3C7(CCCCCC)CCCCCC)s2)c2nsnc2c1-c1ccc(C)s1,
PSB-DTDFBT,2.16,CCCCCCCCC(CCCCCC)CSc1ccc(-c2c3cc(-c4sc(-c5c(F)c(F)c(-c6cc(CCCCCC)c(C)s6)c6nsnc56)cc4CCCCCC)sc3c(-c3ccc(SCC(CCCCCC)CCCCCCCC)cc3)c3cc(C)sc23)cc1,
PSiFDCTBT,1.76,CCCCCCCC[Si]1(CCCCCCCC)c2cc3c(cc2-c2cc4c(cc21)-c1sc(-c2ccc(C)c5nsnc25)cc1C4(c1ccc(CCCCC)cc1)c1ccc(CCCCC)cc1)C(c1ccc(CCCCC)cc1)(c1ccc(CCCCC)cc1)c1cc(C)sc1-3,
PDTBDT-ID,1.58,CCCCCCCCC(CCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4cc5sc6c(OCC(CC)CCCC)c7c(sc8cc(C)sc87)c(OCC(CC)CCCC)c6c5s4)ccc32)c2ccc(C)cc21,
PSBT,1.81,CCCCCCOc1c(OCCCCCC)c(-c2cc3c(s2)-c2cc4sc5cc6c(cc5c4cc2C3(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(C)sc2-6)c2nsnc2c1C,
PDITTDTBT,1.87,CCCCCCCCOc1ccc(C2(c3ccc(OCCCCCCCC)cc3)c3cc(C)ccc3-c3sc4c5c(sc4c32)-c2ccc(-c3ccc(-c4ccc(-c6ccc(C)s6)c6nsnc46)s3)cc2C5(c2ccc(OCCCCCCCC)cc2)c2ccc(OCCCCCCCC)cc2)cc1,
P1,1.82,CCCCCCCCc1cc(-c2sc(-c3cc(CCCCCCCC)c(-c4cc5c(-c6ccc(-c7ccc(OCC(CC)CCCC)cc7)s6)c6sc(C)cc6c(-c6ccc(-c7ccc(OCC(CC)CCCC)cc7)s6)c5s4)s3)c3c2C(=O)N(CC(CC)CCCC)C3=O)sc1C,
P-2T,1.63,CCCCCCCCCCCCC(CCCCCCCCCC)Cc1ccc(-c2cc(-c3c(F)c(F)c(-c4cc(-c5ccc(CC(CCCCCCCCCC)CCCCCCCCCCCC)s5)c(-c5ccc(-c6ccc(C)s6)s5)s4)c4nsnc34)sc2C)s1,
P3,1.82,CCCCCCCCc1cc(-c2sc(-c3cc(CCCCCCCC)c(-c4cc5c(-c6ccc(-c7cc(F)c(OCC(CC)CCCC)c(F)c7)s6)c6sc(C)cc6c(-c6ccc(-c7cc(F)c(OCC(CC)CCCC)c(F)c7)s6)c5s4)s3)c3c2C(=O)N(CC(CC)CCCC)C3=O)sc1C,
PIDTT-DTBO,1.69,CCCCC(CC)COc1ccc(C2(c3ccc(OCC(CC)CCCC)cc3)c3cc4c(cc3-c3sc5cc(C)sc5c32)C(c2ccc(OCC(CC)CCCC)cc2)(c2ccc(OCC(CC)CCCC)cc2)c2c-4sc3cc(-c4ccc(-c5ccc(-c6ccc(C)s6)c6nonc56)s4)sc23)cc1,
PDTTDPP-BO,1.39,CCCCCCCCCCCCc1cc(C)sc1-c1cc2sc3cc(-c4sc(-c5ccc(C6=C7C(=O)N(CC(CCCC)CCCCCC)C(c8ccc(C)s8)=C7C(=O)N6CC(CCCC)CCCCCC)s5)cc4CCCCCCCCCCCC)sc3c2s1,
PIDTT-DTBT,1.72,CCCCC(CC)COc1ccc(C2(c3ccc(OCC(CC)CCCC)cc3)c3cc4c(cc3-c3sc5cc(C)sc5c32)C(c2ccc(OCC(CC)CCCC)cc2)(c2ccc(OCC(CC)CCCC)cc2)c2c-4sc3cc(-c4ccc(-c5ccc(-c6ccc(C)s6)c6nsnc56)s4)sc23)cc1,
P2,1.82,CCCCCCCCc1cc(-c2sc(-c3cc(CCCCCCCC)c(-c4cc5c(-c6ccc(-c7ccc(OCC(CC)CCCC)c(F)c7)s6)c6sc(C)cc6c(-c6ccc(-c7ccc(OCC(CC)CCCC)c(F)c7)s6)c5s4)s3)c3c2C(=O)N(CC(CC)CCCC)C3=O)sc1C,
PNNTDT,1.64,CCCCCCCCCCCCC(CCCCCCCCCC)Cc1cc(-c2cc3c(cc(-c4cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(-c5cc6ccc7c(ccc8cc(C)sc87)c6s5)s4)c4nsnc43)c3nsnc23)sc1C,
PTzNTz-BOBO,1.57,CCCCCCC(CCCC)Cc1cc(-c2cc3c(cc(-c4cc(CC(CCCC)CCCCCC)c(-c5cc(CC(CCCC)CCCCCC)c(-c6nc7sc(-c8sc(C)cc8CC(CCCC)CCCCCC)nc7s6)s5)s4)c4nsnc43)c3nsnc23)sc1C,
reg-PDPP/TPDalt2T,1.42,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5sc(-c6ccc(-c7ccc(C)s7)s6)c6c5C(=O)N(C(CCCCCCCC)CCCCCCCC)C6=O)s4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1C,
PDTCTTPQX,1.48,CCCCCCCCOc1ccc(C2(c3ccc(OCCCCCCCC)cc3)c3cc(C)sc3-c3sc4c5c(sc4c32)-c2sc(-c3ccc(C)c4nc6c7ccccc7c7ccccc7c6nc34)cc2C5(c2ccc(OCCCCCCCC)cc2)c2ccc(OCCCCCCCC)cc2)cc1,
PDPP2TPCL,1.42,CCCCCCCCC(CCCCCC)Cn1c(=O)c2cc3c(cc2c2sc(C)cc21)c(=O)n(CC(CCCCCC)CCCCCCCC)c1cc(-c2ccc(C4=C5C(=O)N(CC(CC)CCCC)C(c6ccc(C)s6)=C5C(=O)N4CC(CC)CCCC)s2)sc31,
PTzNTz-EHHD,1.58,CCCCCCCCC(CCCCCC)Cc1cc(-c2cc3c(cc(-c4cc(CC(CCCCCC)CCCCCCCC)c(-c5cc(CC(CC)CCCC)c(-c6nc7sc(-c8sc(C)cc8CC(CC)CCCC)nc7s6)s5)s4)c4nsnc43)c3nsnc23)sc1C,
PBDT-T-FBSe,1.6,CCCCCCCCCCCCC(CCCCCCCCCC)Cc1ccc(-c2c3cc(-c4ccc(-c5c(F)cc(-c6ccc(C)s6)c6n[se]nc56)s4)sc3c(-c3ccc(CC(CCCCCCCCCC)CCCCCCCCCCCC)s3)c3cc(C)sc23)s1,
POAPPO-BDT (Pa),2.13,CCCCCCC(CCCC)COc1c2cc(C)sc2c(OC[C@H](CCCC)CCCCCC)c2cc(-c3ccc(-c4cc5c(=O)n(C[C@@H](CCCC)CCCCCC)c6cc(-c7ccc(C)s7)cc7c(=O)n(CC(CCCC)CCCCCC)c(c4)c5c76)s3)sc12,
PQS,1.73,CCCCCCCCCCCCc1cc(C)[se]c1-c1ccc(-c2ccc(-c3[se]c(-c4cc(CCCCCCCCCCCC)c(-c5ccc(-c6ccc(-c7[se]c(C)cc7CCCCCCCCCCCC)[se]6)[se]5)[se]4)cc3CCCCCCCCCCCC)[se]2)[se]1,
PBDPP-2,1.45,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(-c6ccc(C[C@@H](CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(C[C@@H](CC)CCCC)s6)c5s4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1,
PFQBDT-T2R2,1.77,CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)c(F)c(F)c(-c4ccc(-c5cc6c(-c7cc(CCCCCC)c(CCCCCC)s7)c7sc(C)cc7c(-c7cc(CCCCCC)c(CCCCCC)s7)c6s5)s4)c3nc2-c2cccc(OCCCCCCCC)c2)c1,
POAPPO-BDT (Pc),2.21,CCCCCCC(CCCC)COc1nc2cc(-c3ccc(-c4cc5c(OC[C@H](CCCC)CCCCCC)c6sc(C)cc6c(OCC(CCCC)CCCCCC)c5s4)s3)cc3c(OCC(CCCC)CCCCCC)nc4cc(-c5ccc(C)s5)cc1c4c23,
PTzBT-10HD,1.8,CCCCCCCCCCc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc(CC(CCCCCC)CCCCCCCC)c(-c5nc6sc(-c7sc(C)cc7CC(CCCCCC)CCCCCCCC)nc6s5)s4)cc3CCCCCCCCCC)nc2s1,
PBDPTTPD,1.77,CCCCCCCCC(CCCCCCCC)n1c2cc3c4sc(-c5ccc(C6=C7C(=O)N(CC(CC)CCCC)C(c8ccc(C)s8)=C7C(=O)N6CC(CC)CCCC)s5)cc4n(C(CCCCCCCC)CCCCCCCC)c3cc2c2sc(C)cc21,
P2,2.04,CCCCCCCCCCc1ccc(C#Cc2c3cc(-c4cc5c(C#Cc6ccc(CCCCCCCCCC)cc6)c6sc(C)cc6c(C#Cc6ccc(CCCCCCCCCC)cc6)c5s4)oc3c(C#Cc3ccc(CCCCCCCCCC)cc3)c3cc(C)oc23)cc1,
PQSQT,1.86,CCCCCCCCCCCCc1cc(C)sc1-c1ccc(-c2ccc(-c3sc(-c4cc(CCCCCCCCCCCC)c(-c5ccc(-c6ccc(-c7[se]c(C)cc7CCCCCCCCCCCC)[se]6)[se]5)[se]4)cc3CCCCCCCCCCCC)s2)s1,
POAPPO-BDT (Pb),2.19,CCCCCCC(CCCC)COc1nc2cc(-c3ccc(C)s3)cc3c(=O)n(CC(CCCC)CCCCCC)c4cc(-c5ccc(-c6cc7c(OC[C@H](CCCC)CCCCCC)c8sc(C)cc8c(OCC(CCCC)CCCCCC)c7s6)s5)cc1c4c23,
PDTCTTTPD,1.72,CCCCCCCCOc1ccc(C2(c3ccc(OCCCCCCCC)cc3)c3cc(C)sc3-c3sc4c5c(sc4c32)-c2sc(-c3sc(C)c4c3C(=O)N(CCCCCCCC)C4=O)cc2C5(c2ccc(OCCCCCCCC)cc2)c2ccc(OCCCCCCCC)cc2)cc1,
TP6,1.51,CCCCCCCCCCC(CCCCCCCCCC)n1c2cc(C)ccc2c2cc3c(cc21)c1ccc(-c2ccc(-c4sc(-c5ccc(C)s5)c5nc(-c6ccccc6)c(-c6ccccc6)nc45)s2)cc1n3C(CCCCCCCCCC)CCCCCCCCCC,
PIFDTQ10,1.97,CCCCCCCCCCC1(CCCCCCCCCC)c2cc(C)ccc2-c2cc3c(cc21)-c1ccc(-c2ccc(-c4ccc(-c5ccc(C)s5)c5c4=NC(c4ccccc4)C(c4ccccc4)N=5)s2)cc1C3(CCCCCCCCCC)CCCCCCCCCC,
PBDT-TPA (P2),1.74,CCCCCCCCc1ccc(-c2ccc(C3=C4C(=O)N(CC(CC)CCCC)C(c5ccc(-c6ccc(N(c7ccc(C)cc7)c7ccc(-c8cc9c(OCC(CC)CCCC)c%10sc(C)cc%10c(OCC(CC)CCCC)c9s8)cc7)cc6)s5)=C4C(=O)N3CC(CC)CCCC)s2)s1,
PBDT2FBT-T3,1.7,CCCCCCC(CCCC)Cc1ccc(-c2ccc(-c3ccc(-c4c5cc(-c6sc(-c7c(F)c(F)c(-c8cc(CC(CC)CCCC)c(C)s8)c8nsnc78)cc6CC(CC)CCCC)sc5c(-c5ccc(-c6ccc(-c7ccc(CC(CCCC)CCCCCC)s7)s6)s5)c5cc(C)sc45)s3)s2)s1,
PBDT-PQD2,1.62,CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)c4c(c(-c5ccc(-c6cc7c(-c8ccc(CC(CC)CCCC)s8)c8sc(C)cc8c(-c8ccc(CC(CC)CCCC)s8)c7s6)s5)c3nc2-c2cccc(OCCCCCCCC)c2)C(=O)N(CC(CC)CCCC)C4=O)c1,
PDFBC-DPP,1.53,CCCCCCCCC(CCCCCC)Cc1cc(-c2cc3nnc4cc(-c5cc(CC(CCCCCC)CCCCCCCC)c(-c6ccc(C7=C8C(=O)N(CC(CC)CCCC)C(c9ccc(C)s9)=C8C(=O)N7CC(CC)CCCC)s6)s5)c(F)cc4c3cc2F)sc1C,
PTzQT-14,1.8,CCCCCCCCCCCCCCc1cc(C)sc1-c1cc(CCCCCCCCCCCCCC)c(-c2nc3sc(-c4sc(-c5sc(C)cc5CCCCCCCCCCCCCC)cc4CCCCCCCCCCCCCC)nc3s2)s1,
PTR7b,1.78,CCCCCCC(CCCC)COC(=O)c1sc2c(-c3cc4sc5c(OCC(CCCC)CCCCCC)c6c(sc7c6sc6c(OCC(CC)CCCC)c8cc(C)sc8c(OCC(CC)CCCC)c67)c(OCC(CCCC)CCCCCC)c5c4s3)sc(C)c2c1F,
PBDT-TIT,1.68,CCCCCCCCC(CCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4ccc(-c5cc6c(OCC(CC)CCCC)c7sc(C)cc7c(OCC(CC)CCCC)c6s5)s4)ccc32)c2ccc(-c3ccc(C)s3)cc21,
EBO-BO,1.68,CCCCCCC(CCCC)Cc1cc(-c2cc3c(cc(-c4cc(CC(CCCC)CCCCCC)c(-c5cc(CC(CCCC)CCCCCC)c(-c6nc7cc8sc(-c9sc(C)cc9CC(CCCC)CCCCCC)nc8cc7s6)s5)s4)c4nsnc43)c3nsnc23)sc1C,
PBDT(ff)-ttTPD,1.91,CCCCCCCCc1c(C)sc2cc(-c3sc(-c4cc5sc(-c6cc7c(-c8sc(CC(CC)CCCC)c(F)c8F)c8sc(C)cc8c(-c8sc(CC(CC)CCCC)c(F)c8F)c7s6)c(CCCCCCCC)c5s4)c4c3C(=O)N(CC(CCCCCC)CCCCCCCC)C4=O)sc12,
PF0,1.71,CCCCCCCCC(CCCCCC)Cc1cc2sc(-c3c4cc(-c5sc(-c6ccc(-c7cc(CC(CC)CCCC)c(C)s7)c7nsnc67)cc5CC(CC)CCCC)sc4c(-c4cc5sc(CC(CCCCCC)CCCCCCCC)cc5s4)c4cc(C)sc34)cc2s1,
PF1,1.69,CCCCCCCCC(CCCCCC)Cc1cc2sc(-c3c4cc(-c5sc(-c6c(F)cc(-c7cc(CC(CC)CCCC)c(C)s7)c7nsnc67)cc5CC(CC)CCCC)sc4c(-c4cc5sc(CC(CCCCCC)CCCCCCCC)cc5s4)c4cc(C)sc34)cc2s1,
PBDTT-ttTPD,1.87,CCCCCCCCc1c(C)sc2cc(-c3sc(-c4cc5sc(-c6cc7c(-c8ccc(CC(CC)CCCC)s8)c8sc(C)cc8c(-c8ccc(CC(CC)CCCC)s8)c7s6)c(CCCCCCCC)c5s4)c4c3C(=O)N(CC(CCCCCC)CCCCCCCC)C4=O)sc12,
PF2,1.75,CCCCCCCCC(CCCCCC)Cc1cc2sc(-c3c4cc(-c5sc(-c6c(F)c(F)c(-c7cc(CC(CC)CCCC)c(C)s7)c7nsnc67)cc5CC(CC)CCCC)sc4c(-c4cc5sc(CC(CCCCCC)CCCCCCCC)cc5s4)c4cc(C)sc34)cc2s1,
P(BDT-TT-HBT),1.7,CCCCCCCCCC[C@@H](CCCCCCCC)COc1c2cc(-c3sc4cc(-c5ccc(-c6cc7sc(C)c(CCCCCC)c7s6)c6nsnc56)sc4c3CCCCCC)sc2c(OC[C@H](CCCCCCCC)CCCCCCCCCC)c2cc(C)sc12,
P4,1.85,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2c(-c3cc4sc(C)c(CCCCCC)c4s3)sc(-c3cc4sc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)c(CCCCCC)c4s3)c2C1=O,
PIDTT-T-DFBT,1.77,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(-c6sc(C)cc6CCCCCC)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(-c4sc(-c5c(F)c(F)c(C)c6nsnc56)cc4CCCCCC)sc23)cc1,
IsoC10,1.55,CCCCCCCCCCc1cc(C)sc1-c1ccc(-c2sc(-c3ccc4c(c3)N(CC(CCCCCC)CCCCCCCC)C(=O)/C4=C3/C(=O)N(CC(CCCCCC)CCCCCCCC)c4cc(C)ccc43)cc2CCCCCCCCCC)s1,
