Nickname,bandgap(eV),c_smiles,newSMILES,Ref.No,HOMO(eV),LUMO(eV)
PDTPO-BDTO,2.02,CCCCCCCCCC[C@@H](CCCCCCCC)Cn1c(=O)c2cc(-c3cc4c(OC[C@H](CC)CCCC)c5sc(C)cc5c(OC[C@H](CC)CCCC)c4s3)sc2c2sc(C)cc21,COc1c2cc(sc2c(OC)c2cc(C)sc12)-c1cc2c(s1)c1sc(cc1n(C)c2=O)-c1cc2c(OC)c3sc(cc3c(OC)c2s1)-c1cc2c(s1)c1sc(C)cc1n(C)c2=O,S139,-5.38,-3.36
PB,1.81,CCCCCCCCCc1ccc(-c2c3cc(-c4cc(CCCCCC)c(-c5ccc(-c6sc(C)cc6CCCCCC)c6nsnc56)s4)sc3c(-c3ccc(CCCCCCCCC)s3)c3ccsc23)s1,Cc1cc(C)c(s1)-c1ccc(-c2sc(cc2C)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2cc(C)c(s2)-c2ccc(-c3sc(cc3C)-c3cc4c(-c5cccs5)c5sc(C)cc5c(-c5cccs5)c4s3)c3nsnc23)c2nsnc12,S473,-5.66,-3.85
PGFDTDPP (C8),1.64,CCCCCCCCN1C(=O)C2=C(c3ccc(-c4ccc5c(c4)[Ge](CCCCCCCC)(CCCCCCCC)c4cc(C)ccc4-5)s3)N(CCCCCCCC)C(=O)C2=C1c1ccc(C)s1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1ccc(s1)-c1ccc2-c3ccc(cc3[Ge](C)(C)c2c1)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(s1)-c1ccc2-c3ccc(C)cc3[Ge](C)(C)c2c1,S25,-5.38,-3.74
PzNDTTPD,2.04,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2c(C)sc(-c3cc4cc(OCC(CC)CCCC)c5c6sc(C)cc6cc(OCC(CC)CCCC)c5c4s3)c2C1=O,COc1cc2cc(C)sc2c2c(OC)cc3cc(sc3c12)-c1sc(-c2cc3cc(OC)c4c5sc(cc5cc(OC)c4c3s2)-c2sc(C)c3C(=O)N(C)C(=O)c23)c2C(=O)N(C)C(=O)c12,S313,-5.38,-3.34
PF-DTDPP,1.75,CCCCCCCCN1C(=O)C2=C(c3ccc(-c4ccc5c(c4)C(CCCCCCCC)(CCCCCCCC)c4cc(C)ccc4-5)s3)N(CCCCCCCC)C(=O)C2=C1c1ccc(C)s1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1ccc(s1)-c1ccc2-c3ccc(cc3C(C)(C)c2c1)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(s1)-c1ccc2-c3ccc(C)cc3C(C)(C)c2c1,S26,-5.35,-3.5999999999999996
HD-PDFC-DTBT,1.96,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(cc3F)c3cc(F)c(C)cc3n4CC(CCCCCC)CCCCCCCC)s2)c2nsnc2c1-c1ccc(C)s1,COc1c(OC)c(-c2ccc(s2)-c2cc3n(C)c4cc(-c5ccc(s5)-c5c(OC)c(OC)c(-c6ccc(s6)-c6cc7n(C)c8cc(C)c(F)cc8c7cc6F)c6nsnc56)c(F)cc4c3cc2F)c2nsnc2c1-c1ccc(C)s1,S149,-5.32,-3.3600000000000003
PMIM,1.53,CCCCCCCCC(CCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4cc(C)c(-c5sc(C)cc5C)s4)ccc32)c2ccc(C)cc21,CN1C(=O)\C(=C2\C(=O)N(C)c3cc(ccc23)-c2cc(C)c(s2)-c2sc(cc2C)-c2ccc3\C(C(=O)N(C)c3c2)=C2/C(=O)N(C)c3cc(ccc23)-c2cc(C)c(s2)-c2sc(C)cc2C)c2ccc(C)cc12,S268,-5.93,-4.3999999999999995
PDTPCBT,1.5,CCCCCCCCC(CCCCCCCC)n1c2cc3c4sc(C)cc4n(CC(CC)CCCC)c3cc2c2cc3c(cc21)c1sc(-c2ccc(C)c4nsnc24)cc1n3CC(CC)CCCC,Cc1cc2n(C)c3cc4c(cc3c2s1)n(C)c1cc2c(cc41)n(C)c1cc(sc21)-c1ccc(-c2cc3n(C)c4cc5c(cc4c3s2)n(C)c2cc3c(cc52)n(C)c2cc(sc32)-c2ccc(C)c3nsnc23)c2nsnc12,S337,-4.76,-3.26
PBDT-TQ,1.61,CCCCCCCCOc1c2cc(-c3ccc(-c4ccc(-c5ccc(C)s5)c5nc(-c6ccc(CCCCCC)s6)c(-c6ccc(CCCCCC)s6)nc45)s3)sc2c(OCCCCCCCC)c2cc(C)sc12,COc1c2cc(C)sc2c(OC)c2cc(sc12)-c1ccc(s1)-c1ccc(-c2ccc(s2)-c2cc3c(OC)c4sc(cc4c(OC)c3s2)-c2ccc(s2)-c2ccc(-c3ccc(C)s3)c3nc(-c4cccs4)c(nc23)-c2cccs2)c2nc(-c3cccs3)c(nc12)-c1cccs1,S243,-4.99,-3.38
BDT8TT,1.33,CCCCCCCCCCC(CCCCCCCC)COC(=O)/C(C#N)=C\c1cc2c(C)sc(-c3cc4c(OCCCCCCCC)c5sc(C)cc5c(OCCCCCCCC)c4s3)c2s1,COC(=O)C(=C/c1cc2c(C)sc(-c3cc4c(OC)c5sc(cc5c(OC)c4s3)-c3sc(-c4cc5c(OC)c6sc(C)cc6c(OC)c5s4)c4sc(\C=C(\C#N)C(=O)OC)cc34)c2s1)\C#N,S503,-5.76,-4.43
PCTTPD,2.03,CCCCCCCCC(CCCCCC)CN1C(=O)c2c(-c3ccc(C)s3)sc(-c3ccc(-c4ccc5c6ccc(C)cc6n(C(CCCCCCCC)CCCCCCCC)c5c4)s3)c2C1=O,CN1C(=O)c2c(sc(-c3ccc(s3)-c3ccc4c(c3)n(C)c3cc(ccc43)-c3ccc(s3)-c3sc(-c4ccc(s4)-c4ccc5c(c4)n(C)c4cc(C)ccc54)c4C(=O)N(C)C(=O)c34)c2C1=O)-c1ccc(C)s1,S146,-5.72,-3.69
PDBPTBT-2,2.02,CCCCCCCCC1(CCCCCCCC)Oc2cc(C)ccc2-c2ccc(-c3ccc(-c4c(OCC(CC)CCCC)c(OCC(CC)CCCC)c(-c5ccc(C)s5)c5nsnc45)s3)cc21,COc1c(OC)c(-c2ccc(s2)-c2ccc3-c4ccc(cc4OC(C)(C)c3c2)-c2ccc(s2)-c2c(OC)c(OC)c(-c3ccc(s3)-c3ccc4-c5ccc(C)cc5OC(C)(C)c4c3)c3nsnc23)c2nsnc2c1-c1ccc(C)s1,S401,-5.51,-3.4899999999999998
PDBPTBT-3,1.98,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3ccc4c(c3)C(CCCCCCCC)(CCCCCCCC)Oc3cc(C)ccc3-4)s2)c2nsnc2c1-c1ccc(C)s1,COc1c(OC)c(-c2ccc(s2)-c2ccc3-c4ccc(cc4OC(C)(C)c3c2)-c2ccc(s2)-c2c(OC)c(OC)c(-c3ccc(s3)-c3ccc4-c5ccc(C)cc5OC(C)(C)c4c3)c3nsnc23)c2nsnc2c1-c1ccc(C)s1,S401,-5.44,-3.4600000000000004
PCBTDPP,1.57,CCCCCCCCC(CCCCCCCC)n1c2cc(C)ccc2c2ccc(-c3ccc(C4=C5C(=O)N(CCCCCCCC)C(c6ccc(C)s6)=C5C(=O)N4CCCCCCCC)s3)cc21,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1ccc(s1)-c1ccc2c(c1)n(C)c1cc(ccc21)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(s1)-c1ccc2c(c1)n(C)c1cc(C)ccc21,S23,-5.4,-3.83
PSB-DFBT,2.08,CCCCCCCCC(CCCCCC)CSc1ccc(-c2c3cc(-c4c(F)c(F)c(C)c5nsnc45)sc3c(-c3ccc(SCC(CCCCCC)CCCCCCCC)cc3)c3cc(C)sc23)cc1,Cc1cc2c(-c3ccccc3)c3sc(cc3c(-c3ccccc3)c2s1)-c1c(F)c(F)c(-c2cc3c(-c4ccccc4)c4sc(cc4c(-c4ccccc4)c3s2)-c2c(F)c(F)c(C)c3nsnc23)c2nsnc12,S493,-5.39,-3.3099999999999996
P3,1.79,CCCCCCCCc1nc2c(-c3ccc(C)s3)nnc(-c3ccc(-c4ccc5c6ccc(C)cc6n(C(CCCCCCCC)CCCCCCCC)c5c4)s3)c2nc1CCCCCCCC,Cc1ccc(s1)-c1nnc(-c2ccc(s2)-c2ccc3c(c2)n(C)c2cc(ccc32)-c2ccc(s2)-c2nnc(-c3ccc(s3)-c3ccc4c(c3)n(C)c3cc(C)ccc43)c3nc(C)c(C)nc23)c2nc(C)c(C)nc12,S19,-5.76,-3.9699999999999998
PTR5b,1.66,CCCCCCC(CCCC)COC(=O)c1sc2c(-c3cc4sc5c(OCC(CCCC)CCCCCC)c6c(sc7cc(C)sc76)c(OCC(CCCC)CCCCCC)c5c4s3)sc(C)c2c1F,COC(=O)c1sc2c(sc(C)c2c1F)-c1cc2sc3c(OC)c4c(sc5cc(sc45)-c4sc(-c5cc6sc7c(OC)c8c(sc9cc(C)sc89)c(OC)c7c6s5)c5sc(C(=O)OC)c(F)c45)c(OC)c3c2s1,S283,-5.18,-3.5199999999999996
PTAT-4,1.77,CCCCCCCCC(CC)Cc1cc2c3cc(C)sc3c3cc4c(cc3c2s1)c1sc(-c2sc(C)c3sc(COOCC(CC)CCCC)c(F)c23)cc1c1cc(CC(CC)CCCCCCCC)sc14,COOCc1sc2c(C)sc(-c3cc4c5cc(C)sc5c5cc6c7sc(cc7c7cc(C)sc7c6cc5c4s3)-c3sc(-c4cc5c6cc(C)sc6c6cc7c8sc(C)cc8c8cc(C)sc8c7cc6c5s4)c4c(F)c(COOC)sc34)c2c1F,S324,-5.08,-3.31
PDT-S-T,1.59,CCCCCCCCC(CCCCCC)CS(=O)(=O)c1cc2c(C)sc(-c3cc4sc5c(-c6ccc(C[C@H](CC)CCCC)s6)c6c(sc7cc(C)sc76)c(-c6ccc(C[C@@H](CC)CCCC)s6)c5c4s3)c2s1,Cc1cc2sc3c(-c4cccs4)c4c(sc5cc(sc45)-c4sc(-c5cc6sc7c(-c8cccs8)c8c(sc9cc(sc89)-c8sc(C)c9cc(sc89)S(C)(=O)=O)c(-c8cccs8)c7c6s5)c5cc(sc45)S(C)(=O)=O)c(-c4cccs4)c3c2s1,S42,-5.21,-3.62
PTAT-3,1.76,CCCCCCC(CCCC)Cc1cc2c3cc(C)sc3c3cc4c(cc3c2s1)c1sc(-c2sc(C)c3sc(COOCC(CC)CCCC)c(F)c23)cc1c1cc(CC(CCCC)CCCCCC)sc14,COOCc1sc2c(C)sc(-c3cc4c5cc(C)sc5c5cc6c7sc(cc7c7cc(C)sc7c6cc5c4s3)-c3sc(-c4cc5c6cc(C)sc6c6cc7c8sc(C)cc8c8cc(C)sc8c7cc6c5s4)c4c(F)c(COOC)sc34)c2c1F,S324,-5.04,-3.2800000000000002
P1,1.82,CCCCC(CC)COc1c(-c2sc(-c3cc4c(-c5ccc(SCC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(SCC(CC)CCCC)s5)c4s3)c(C#N)c2OCC(CC)CCCC)sc(C)c1C#N,COc1c(sc(C)c1C#N)-c1sc(-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2sc(c(OC)c2C#N)-c2sc(-c3cc4c(-c5cccs5)c5sc(C)cc5c(-c5cccs5)c4s3)c(C#N)c2OC)c(C#N)c1OC,S455,-5.6,-3.7799999999999994
PBDPBT-TT,1.97,CCCCCCCCOc1c(OCCCCCCCC)c(-c2cc3sc(-c4cc5c(OCC(CC)CCCC)c(OCC(CC)CCCC)c6cc(C)sc6c5s4)cc3s2)c2nsnc2c1-c1cc2sc(C)cc2s1,COc1c(OC)c(-c2cc3sc(cc3s2)-c2cc3c(OC)c(OC)c4cc(sc4c3s2)-c2cc3sc(cc3s2)-c2c(OC)c(OC)c(-c3cc4sc(cc4s3)-c3cc4c(OC)c(OC)c5cc(C)sc5c4s3)c3nsnc23)c2nsnc2c1-c1cc2sc(C)cc2s1,S486,-5.29,-3.3200000000000003
PBBTz-Cz,1.5,CCCCCCCCc1cc(C)sc1-c1nc2cc3sc(-c4sc(-c5ccc6c7ccc(C)cc7n(C(CCCCCCCC)CCCCCCCC)c6c5)cc4CCCCCCCC)nc3cc2s1,Cc1cc(C)c(s1)-c1nc2cc3sc(nc3cc2s1)-c1sc(cc1C)-c1ccc2c(c1)n(C)c1cc(C)ccc21,S302,-5.7,-4.2
PBDT-TPA (P1),1.93,CCCCCCCCc1ccc(-c2ccc(-c3ccc(-c4ccc(N(c5ccc(C)cc5)c5ccc(-c6cc7c(OCC(CC)CCCC)c8sc(C)cc8c(OCC(CC)CCCC)c7s6)cc5)cc4)s3)c3nsnc23)s1,COc1c2cc(C)sc2c(OC)c2cc(sc12)-c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)-c1cc2c(OC)c3sc(cc3c(OC)c2s1)-c1ccc(cc1)N(c1ccccc1)c1ccc(C)cc1,S207,-5.38,-3.45
PBSTDTBT,1.7,CCCCCCCC[Si]1(CCCCCCCC)c2cc3c(cc2-c2sc(C)cc21)[Si](CCCCCCCC)(CCCCCCCC)c1cc(-c2ccc(-c4ccc(-c5ccc(C)s5)c5nsnc45)s2)sc1-3,Cc1ccc(s1)-c1ccc(-c2ccc(s2)-c2cc3c(s2)-c2cc4c(cc2[Si]3(C)C)-c2sc(cc2[Si]4(C)C)-c2ccc(s2)-c2ccc(-c3ccc(s3)-c3cc4c(s3)-c3cc5c(cc3[Si]4(C)C)-c3sc(C)cc3[Si]5(C)C)c3nsnc23)c2nsnc12,S321,-5.25,-3.55
PBDTDTBT-H,1.73,CCCCCCCCC(CCCCCC)COc1c2cc(-c3sc(-c4ccc(-c5cc(CC(CC)CCCC)c(C)s5)c5nsnc45)cc3CC(CC)CCCC)sc2c(-c2ccccc2)c2cc(C)sc12,COc1c2cc(sc2c(-c2ccccc2)c2cc(C)sc12)-c1sc(cc1C)-c1ccc(-c2cc(C)c(s2)-c2cc3c(-c4ccccc4)c4sc(cc4c(OC)c3s2)-c2sc(cc2C)-c2ccc(-c3cc(C)c(C)s3)c3nsnc23)c2nsnc12,S415,-5.03,-3.3000000000000003
PBTTPD,1.8,CCCCCCCCCCCCc1cc(-c2cc(CCCCCCCCCCCC)c(-c3sc(C)c4c3C(=O)N(C(CCCCCCCC)CCCCCCCC)C4=O)s2)sc1C,CN1C(=O)c2c(C)sc(-c3sc(cc3C)-c3cc(C)c(s3)-c3sc(-c4sc(cc4C)-c4cc(C)c(C)s4)c4C(=O)N(C)C(=O)c34)c2C1=O,S133,-5.66,-3.8600000000000003
PBDTDTffBT-H,1.76,CCCCCCCCC(CCCCCC)COc1c2cc(-c3sc(-c4c(F)c(F)c(-c5cc(CC(CC)CCCC)c(C)s5)c5nsnc45)cc3CC(CC)CCCC)sc2c(-c2ccccc2)c2cc(C)sc12,COc1c2cc(sc2c(-c2ccccc2)c2cc(C)sc12)-c1sc(cc1C)-c1c(F)c(F)c(-c2cc(C)c(s2)-c2cc3c(-c4ccccc4)c4sc(cc4c(OC)c3s2)-c2sc(cc2C)-c2c(F)c(F)c(-c3cc(C)c(C)s3)c3nsnc23)c2nsnc12,S415,-5.06,-3.3
PTBTfBTzSi,1.53,CCCCCCCC[Si]1(CCCCCCCC)c2cc(-c3cc(F)c(C)c4nn(CCCCCC)nc34)sc2-c2sc(-c3cc(F)c(-c4ccc(-c5ccc(-c6ccc(C)s6)c6nsnc56)s4)c4nn(CCCCCC)nc34)cc21,Cc1ccc(s1)-c1ccc(-c2ccc(s2)-c2c(F)cc(-c3cc4c(s3)-c3sc(cc3[Si]4(C)C)-c3cc(F)c(C)c4nn(C)nc34)c3nn(C)nc23)c2nsnc12,S497,-5.38,-3.8499999999999996
PIDSBT-C6,1.6,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3[se]c(C)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ccc(C)c5nsnc35)[se]c2-4)cc1,Cc1cc2c([se]1)-c1cc3c(cc1C2(c1ccccc1)c1ccccc1)-c1[se]c(cc1C3(c1ccccc1)c1ccccc1)-c1ccc(-c2cc3c([se]2)-c2cc4c(cc2C3(c2ccccc2)c2ccccc2)-c2[se]c(cc2C4(c2ccccc2)c2ccccc2)-c2ccc(C)c3nsnc23)c2nsnc12,S318,-5.28,-3.68
PIDSe-DFBTH,1.68,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3[se]c(C)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3c(F)c(F)c(C)c5nsnc35)[se]c2-4)cc1,Cc1cc2c([se]1)-c1cc3c(cc1C2(c1ccccc1)c1ccccc1)-c1[se]c(cc1C3(c1ccccc1)c1ccccc1)-c1c(F)c(F)c(-c2cc3c([se]2)-c2cc4c(cc2C3(c2ccccc2)c2ccccc2)-c2[se]c(cc2C4(c2ccccc2)c2ccccc2)-c2c(F)c(F)c(C)c3nsnc23)c2nsnc12,S319,-5.33,-3.6500000000000004
PIDT-DFBT,1.79,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(C)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3c(F)c(F)c(C)c5nsnc35)sc2-4)cc1,Cc1cc2c(s1)-c1cc3c(cc1C2(c1ccccc1)c1ccccc1)-c1sc(cc1C3(c1ccccc1)c1ccccc1)-c1c(F)c(F)c(-c2cc3c(s2)-c2cc4c(cc2C3(c2ccccc2)c2ccccc2)-c2sc(cc2C4(c2ccccc2)c2ccccc2)-c2c(F)c(F)c(C)c3nsnc23)c2nsnc12,S319,-5.35,-3.5599999999999996
a-PTPTBT-SA,1.75,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(C)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ccc(C)c5nsnc35)sc2-4)cc1,Cc1cc2c(s1)-c1cc3c(cc1C2(c1ccccc1)c1ccccc1)-c1sc(cc1C3(c1ccccc1)c1ccccc1)-c1ccc(-c2cc3c(s2)-c2cc4c(cc2C3(c2ccccc2)c2ccccc2)-c2sc(cc2C4(c2ccccc2)c2ccccc2)-c2ccc(C)c3nsnc23)c2nsnc12,S307,-5.36,-3.6100000000000003
PTDBD3,1.67,CCCCC(CC)CCC(CC(CC)CCCC)OC(=O)c1sc2c(C)sc(-c3cc4sc5c(CC(CCCC)CCCC)c6c(sc7cc(C)sc76)c(CC(CCCC)CCCC)c5c4s3)c2c1F,COC(=O)c1sc2c(C)sc(-c3cc4sc5c(C)c6c(sc7cc(sc67)-c6sc(-c7cc8sc9c(C)c%10c(sc%11cc(C)sc%10%11)c(C)c9c8s7)c7c(F)c(sc67)C(=O)OC)c(C)c5c4s3)c2c1F,S282,-5.3,-3.63
P4TBT,1.5,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(C)sc3-c3sc4c5c(sc4c32)-c2sc(-c3ccc(C)c4nsnc34)cc2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,Cc1cc2c(s1)-c1sc3c4c(sc3c1C2(c1ccccc1)c1ccccc1)-c1sc(cc1C4(c1ccccc1)c1ccccc1)-c1ccc(-c2cc3c(s2)-c2sc4c5c(sc4c2C3(c2ccccc2)c2ccccc2)-c2sc(cc2C5(c2ccccc2)c2ccccc2)-c2ccc(C)c3nsnc23)c2nsnc12,S330,-5.2,-3.7
P1,1.76,CCCCC(CC)COc1cccc(-c2ccc(-c3c4cc(-c5ccc(-c6sc(-c7ccc(C)s7)c7c6C(=O)N(CC(CC)CCCC)C7=O)s5)sc4c(-c4ccc(-c5cccc(OCC(CC)CCCC)c5)s4)c4cc(C)sc34)s2)c1,CN1C(=O)c2c(sc(-c3ccc(s3)-c3cc4c(-c5cccs5)c5sc(cc5c(-c5cccs5)c4s3)-c3ccc(s3)-c3sc(-c4ccc(s4)-c4cc5c(-c6cccs6)c6sc(C)cc6c(-c6cccs6)c5s4)c4C(=O)N(C)C(=O)c34)c2C1=O)-c1ccc(C)s1,S230,-5.42,-3.66
PIDT-T-FBSe,1.56,CCCCC(CC)Cc1ccc(-c2c3cc(-c4sc(-c5cnc(-c6cc(CC(CC)CCCC)c(C)s6)c6nsnc56)cc4CC(CC)CCCC)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,Cc1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1sc(cc1C)-c1cnc(-c2cc(C)c(s2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2sc(cc2C)-c2cnc(-c3cc(C)c(C)s3)c3nsnc23)c2nsnc12,S65,-5.41,-3.85
PDIDTDTBT,1.85,CCCCCCCCC1(CCCCCCCC)c2cc(C)ccc2-c2sc3c(c21)C(CCCCCCCC)(CCCCCCCC)c1cc(-c2ccc(-c4ccc(-c5ccc(C)s5)c5nsnc45)s2)ccc1-3,Cc1ccc(s1)-c1ccc(-c2ccc(s2)-c2ccc3-c4sc5-c6ccc(C)cc6C(C)(C)c5c4C(C)(C)c3c2)c2nsnc12,S320,-5.35,-3.4999999999999996
P0F,1.8,CCCCCCCCCCCCc1ccc(-c2c3cc(-c4ccc(-c5ccc(-c6ccc(C)s6)c6nc(-c7ccccc7)c(-c7ccccc7)nc56)s4)sc3c(-c3ccc(CCCCCCCCCCCC)s3)c3cc(C)sc23)s1,Cc1ccc(s1)-c1ccc(-c2ccc(s2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2ccc(s2)-c2ccc(-c3ccc(s3)-c3cc4c(-c5cccs5)c5sc(C)cc5c(-c5cccs5)c4s3)c3nc(-c4ccccc4)c(nc23)-c2ccccc2)c2nc(-c3ccccc3)c(nc12)-c1ccccc1,S250,-4.98,-3.1800000000000006
P4TDPP,1.29,CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4sc(-c5cc(-c6ccc(C[C@H](CC)CCCC)s6)c(C)s5)cc4-c4ccc(C[C@@H](CC)CCCC)s4)s3)N(CC(CC)CCCC)C(=O)C2=C1c1ccc(C)s1,CN1C(=O)C2=C(N(C)C(=O)C2=C1c1ccc(C)s1)c1ccc(s1)-c1sc(cc1-c1cccs1)-c1cc(-c2cccs2)c(s1)-c1ccc(s1)C1=C2C(=O)N(C)C(=C2C(=O)N1C)c1ccc(s1)-c1sc(cc1-c1cccs1)-c1cc(c(C)s1)-c1cccs1,S29,-5.17,-3.88
P(BDT-Qx),1.78,CCCCCCCCOc1ccc(-c2nc3c(C)ccc(-c4cc5c(OCC(CC)CCCC)c6sc(C)cc6c(OCC(CC)CCCC)c5s4)c3nc2-c2ccc(OCCCCCCCC)cc2)cc1,COc1c2cc(C)sc2c(OC)c2cc(sc12)-c1ccc(-c2cc3c(OC)c4sc(cc4c(OC)c3s2)-c2ccc(C)c3nc(-c4ccccc4)c(nc23)-c2ccccc2)c2nc(-c3ccccc3)c(nc12)-c1ccccc1,S241,-5.41,-3.63
P1F,1.8,CCCCCCCCCCCCc1ccc(-c2c3cc(-c4ccc(-c5cc(F)c(-c6ccc(C)s6)c6nc(-c7ccccc7)c(-c7ccccc7)nc56)s4)sc3c(-c3ccc(CCCCCCCCCCCC)s3)c3cc(C)sc23)s1,Cc1ccc(s1)-c1c(F)cc(-c2ccc(s2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2ccc(s2)-c2c(F)cc(-c3ccc(s3)-c3cc4c(-c5cccs5)c5sc(C)cc5c(-c5cccs5)c4s3)c3nc(-c4ccccc4)c(nc23)-c2ccccc2)c2nc(-c3ccccc3)c(nc12)-c1ccccc1,S250,-5.07,-3.2700000000000005
PCTTTPD,2.02,CCCCCCCCC(CCCCCC)CN1C(=O)c2c(-c3cc4sc(C)cc4s3)sc(-c3cc4sc(-c5ccc6c7ccc(C)cc7n(C(CCCCCCCC)CCCCCCCC)c6c5)cc4s3)c2C1=O,CN1C(=O)c2c(sc(-c3cc4sc(cc4s3)-c3ccc4c(c3)n(C)c3cc(C)ccc43)c2C1=O)-c1cc2sc(C)cc2s1,S146,-5.67,-3.65
P2F,1.81,CCCCCCCCCCCCc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(C)s6)c6nc(-c7ccccc7)c(-c7ccccc7)nc56)s4)sc3c(-c3ccc(CCCCCCCCCCCC)s3)c3cc(C)sc23)s1,Cc1ccc(s1)-c1c(F)c(F)c(-c2ccc(s2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2ccc(s2)-c2c(F)c(F)c(-c3ccc(s3)-c3cc4c(-c5cccs5)c5sc(C)cc5c(-c5cccs5)c4s3)c3nc(-c4ccccc4)c(nc23)-c2ccccc2)c2nc(-c3ccccc3)c(nc12)-c1ccccc1,S250,-5.08,-3.27
P(BDT-TBTF),1.9,CCCCC(CC)COc1c2cc(-c3cc(/C=C/c4sc(-c5c(F)c(F)c(-c6cc(C[C@H](CC)CCCC)cs6)c6nsnc56)cc4CC(CC)CCCC)c(C)s3)sc2c(OCC(CC)CCCC)c2cc(C)sc12,COc1c2cc(sc2c(OC)c2cc(C)sc12)-c1cc(\C=C\C)c(s1)-c1cc2c(OC)c3sc(cc3c(OC)c2s1)-c1cc(\C=C\C)c(C)s1,S206,-5.36,-3.4600000000000004
PBDT_TEH-DT_H-BTff,1.72,CCCCCCCCc1cc(-c2c(F)c(F)c(-c3cc(CCCCCCCC)c(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c3nsnc23)sc1C,Cc1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1sc(cc1C)-c1c(F)c(F)c(-c2cc(C)c(s2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2sc(cc2C)-c2c(F)c(F)c(-c3cc(C)c(C)s3)c3nsnc23)c2nsnc12,S75,-5.33,-3.6100000000000003
PBDTBO-CIBTEH,1.69,CCCCCCC(CCCC)Cc1ccc(-c2c3cc(-c4ccc(-c5cc(Cl)c(-c6cc(CC(CC)CCCC)c(C)s6)c6nsnc56)s4)sc3c(-c3ccc(CC(CCCC)CCCCCC)s3)c3cc(C)sc23)s1,Cc1cc2c(-c3cccs3)c3sc(cc3c(-c3cccs3)c2s1)-c1ccc(s1)-c1cc(Cl)c(-c2cc(C)c(s2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2ccc(s2)-c2cc(Cl)c(-c3cc(C)c(C)s3)c3nsnc23)c2nsnc12,S420,-5.5,-3.81
PBDTDTBT-p,1.64,CCCCCCCCC(CCCCCC)Cc1ccc(-c2c3cc(-c4ccc(-c5ccc(-c6ccc(C)s6)c6nsnc56)s4)sc3c(-c3ccc(CC(CCCCCC)CCCCCCCC)s3)c3cc(C)sc23)s1,Cc1ccc(s1)-c1ccc(-c2ccc(s2)-c2cc3c(-c4cccs4)c4sc(cc4c(-c4cccs4)c3s2)-c2ccc(s2)-c2ccc(-c3ccc(s3)-c3cc4c(-c5cccs5)c5sc(C)cc5c(-c5cccs5)c4s3)c3nsnc23)c2nsnc12,S52,-5.09,-3.45
